CID,SD,SD Z-score,DR,XC50,Activity,neut-smiles,Embeddings,# atoms,Max atomic num
6407879,31.98,4.356818052,4.210560315,61.58,Active,O=C(CSc1nnc2c(n1)[nH]c1ccccc12)Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,"[-1.4445885, 0.17921162, -1.1299357, -1.2181044, 0.49297243, 1.4730397, 0.74216026, -0.3941989, 0.8439091, 0.6681063, 0.5434759, -0.6452034, -0.25688326, 1.079984, -1.7976239, 1.3536773, 1.5030528, 2.4541276, -2.3687232, -1.0127877, 1.5078197, 0.71921104, 2.1332474, -0.68703485, -0.8378031, -1.7155194, 0.9677062, -1.9865439, 0.22248992, 2.2723718, -0.85063165, 0.04231754, 0.78015506, -0.555338, 1.3746976, -1.2043874, 1.0079169, -2.4135888, 0.30440035, 1.0159192, -3.7507489, 2.3066895, 1.2761055, -2.40424, -1.3154854, -4.480442, 0.24077758, 0.86530364, 0.1429935, -1.9856231, 1.7264386, -1.4579118, -0.0135314, 0.20392111, -2.205178, 0.93047905, -0.6857714, -2.3045897, 0.146049, 2.586404, 0.21341261, 1.4037876, 1.1995169, -0.53862154]",34,53
24260,36.33,5.026861627,4.302247726,49.86,Active,Nc1ccc(-c2nc3ccc(N)cc3[nH]2)cc1,"[0.5264378, -0.4144495, -0.39769575, 0.33629626, 1.4074482, 0.10278211, 0.81475055, 0.85564566, 1.6538335, 0.16661254, -0.02390735, -1.0075455, 0.28411877, 2.3758783, 0.6734049, 0.77854073, 1.9220521, 1.6765773, -1.5120629, 0.3632065, 0.85398877, -0.25981507, 0.83099824, 0.6890514, -1.4548389, -0.4531708, 0.73796606, -2.3043506, 1.5601712, 1.3161501, -0.38760647, 1.8160365, -0.20173134, -0.1639015, 0.7808693, -1.6039492, 1.3556253, -0.47775954, 1.566137, 2.1613913, -1.1337354, -0.74698466, 1.1946597, -2.318507, -1.7795492, -2.6762564, 0.984927, 1.8150926, -0.0982632, 0.32187104, 1.2784381, -0.8619675, 0.20651498, 0.15613665, -0.01933621, 0.8938168, 0.94606423, -2.6655242, 0.1135269, 1.3576331, 0.30533448, 2.49182, 0.45614916, 0.9349494]",17,53
823528,40.29,5.636832329,4.319392571,47.93,Active,CNC(=S)N=Nc1c(O)[nH]c2ccccc12,"[-0.23834224, -0.70185226, -0.77032024, 0.7048612, 1.370521, 1.0196722, 1.881997, 0.30072996, 0.47093824, 1.16774, 1.3137689, -0.11860634, 0.08320944, 0.7974391, -1.2999976, -1.1766441, 1.6808752, 1.1589438, 0.0723393, -0.43195674, 1.0516763, 1.2554401, 1.0978736, 0.19164652, -0.31295142, 0.96904206, 1.8816954, -0.6336645, 0.42314923, 1.2052869, -1.1741865, 1.6564798, -0.4295965, 0.7364559, -0.39656198, 0.47189793, -0.2859071, -0.4801205, -0.78680336, -0.63698965, 0.72930086, 0.8459969, 1.3733324, -1.8063579, -0.8014557, 0.89843214, -0.99084085, 1.2201042, 0.5907522, 1.7932299, 1.1434782, 0.90797746, -0.22668202, -0.43967575, -0.14748916, -0.8317167, 1.6243869, -1.6523204, 0.9971757, 1.0266846, -0.8172509, 1.5162456, 0.206972, 2.131705]",16,53
2921012,39.84,5.567517476,3.983760809,103.81,Active,CC1=CC(c2ccc(Cl)cc2)n2nc(NS(=O)(=O)c3ccc(C)cc3)nc2N1,"[-0.92399853, -0.56509626, 0.066041663, -0.55883288, -0.5262273, 1.8160605, 2.3954489, -0.10824271, 0.14640838, 0.68276507, 0.13275318, -0.0023894121, -0.54424232, -0.36322939, -2.3728471, 1.3661603, 1.4960282, 1.8215727, -0.46208444, 1.7442701, -0.72691798, 0.60848606, 0.25720835, 0.14632311, 0.78127015, -0.5748077, 0.82786119, -1.0059576, -2.3848388, 1.530696, 0.25330842, 0.69486743, 0.34125495, -1.1765044, -0.19938591, -2.2955949, 0.93463737, -0.084829845, 1.3700271, -2.4360254, 0.84065902, 0.22985949, -0.80721533, 2.6437051, 0.92592305, -0.50249422, -1.2506926, 1.6874603, -0.89397597, -3.5787394, 1.2607394, 1.4504298, -1.41401, 0.23583397, -1.1373272, -0.87493223, 1.3269175, -2.7123895, 0.83865201, 1.166176, 1.3538771, 1.6188152, -0.19703776, -2.0006642]",28,53
16195591,74.76,10.94635003,5.00656377,9.85,Active,CC1=Nc2ccc(C)cc2C1=Cc1c(N)n2c(S(=O)(=O)C(C)C)nsc2nc1=O,"[-1.0819914, -0.23645784, -0.97143984, -0.91891545, 1.1344787, 2.1435206, 2.1607447, -2.2061265, 0.10608592, 1.5356677, -0.5197105, 0.41596144, -1.1399632, 1.0719849, -2.5016823, 2.3986588, 2.3416717, 1.9636371, -1.3718683, -1.182305, -0.26941812, 2.4863172, 1.1781529, 0.47528663, -0.3048149, -0.5462875, 2.4877505, -0.11804117, -0.8956307, 3.0359757, 0.3001136, 1.4573025, -0.39341432, -3.505925, 2.2215736, -4.9599195, 0.39416635, -1.4848092, 1.5610667, 1.9666529, 0.27435192, 1.9801416, -0.14527063, -3.3368132, -0.45014036, -2.6854336, 1.7283381, 1.8495467, 0.83458656, -4.0986915, 2.018681, 1.2641233, -2.2353318, -1.8285736, 0.02922236, 2.323436, 1.6792586, -2.4824958, 1.3842288, 1.7236661, 1.4096805, 1.6822511, -0.23868285, 0.5848609]",29,53
2859133,43.65,6.154383227,4.356942316,43.96,Active,CCOC(=O)C1=NN(C(=O)c2cccc(Br)c2)C(O)(C(C)(C)C)C1,"[-0.42832166, -1.7833781, -2.410569, 1.6934011, 0.7749276, -1.2426085, 2.0838432, 0.38821754, 1.5975547, 1.6487195, -0.3908022, 0.1462106, -0.392517, 0.14201114, 0.41932982, 2.3474672, 1.6667866, 1.8354778, 0.08048658, -1.621823, -0.8713013, -0.76340216, 1.6514628, 0.80143285, 0.39254802, 0.97328234, -1.1847821, -0.15687895, 0.02938258, 2.8540635, -0.7302044, -1.0587101, -0.07048231, -2.5111325, 0.7287708, -0.829273, 0.5657153, -0.7218277, 0.38677743, 2.081201, -0.3365891, 2.5749452, 0.52938354, -1.324598, -0.90409774, 0.8645313, 1.630126, 0.19758132, 0.6012394, -1.9698952, 2.9450476, 2.3782396, -0.72894955, -0.16355863, -1.0171378, -0.23247184, 2.5811236, -1.6288062, -0.52387553, 1.3253783, 2.0919209, -0.62822795, -1.0266482, 2.4489396]",24,53
3135990,61.53,8.908493367,4.653255945,22.22,Active,COc1nc(N=C(N)N)nc2c(C)cccc12,"[-0.24262562, -0.072859, 1.469379, 0.08068813, 1.7321157, 1.7513473, 1.6805091, -1.459396, -1.7572428, 1.507428, 1.3797591, 1.0491104, 0.88892865, 1.7233266, -1.5387537, 0.9950523, 1.1345925, 0.90533346, -0.52437466, -1.7527112, -0.45127305, 1.7594025, 1.6679708, 1.6971933, -0.5120872, 0.94843686, 3.0364769, 0.921989, 0.12698692, -1.9320741, -0.1158951, -0.9787202, 0.8718084, -0.84074694, 1.6325437, 1.2698971, -0.9648138, 0.0606282, 0.6244696, 0.9242377, 0.3020983, 0.9732985, -1.6181163, -2.8601384, 1.3304178, 2.0086274, 0.55392045, 2.246765, 1.5837831, 2.7341156, -1.1292489, -0.11154737, 1.2103549, -0.5472073, -0.45375854, 0.04882811, 1.1597887, 1.1149592, 1.2937075, 1.9149798, 0.45612738, 1.3966652, 0.04397801, 1.079152]",17,53
1381466,35.55,4.906715882,4.329475842,46.83,Active,Cc1nn(-c2ccccc2)c(Cl)c1C=C1SC(=S)NC1=O,"[-0.20081855, -0.11032687, -1.0731999, -0.5292511, 0.46140763, 1.2830687, 1.1531391, 1.7204456, -0.17467473, 1.7099121, -0.01182395, -1.018373, 0.38955554, 0.88864726, -1.1841152, 1.5860103, -1.9273876, 1.0637648, 0.10722736, -0.28990093, 0.6066477, 0.57387114, 2.319723, 0.29534748, 0.53963363, -0.5217407, -0.35862577, -1.0458068, -2.019066, 1.1752203, -0.33819133, -0.8406693, 1.2556841, -2.817283, 1.2801304, -0.99841, 0.24678104, -0.35979563, 1.0849539, 0.9425656, -0.8454296, 1.081075, 1.1576129, -1.4826336, -1.2541306, -0.5982159, 1.066288, 1.0116206, 1.2208555, 0.9898472, 1.2449585, 0.6966682, 1.0671397, 0.46859536, -0.83951735, 0.8444098, 0.92989254, 1.273864, 1.6274091, 0.9252044, 2.8594666, 1.3982639, -0.998245, 1.7853214]",21,53
5390001,39.91333333,5.57881323,4.181312337,65.87,Active,O=C(Cc1cc(=O)oc2cc(O)ccc12)NCC1CCC(C(=O)O)CC1,"[-1.3414004, 0.1082378, -0.8701484, -0.29557294, 0.80453515, 1.1578684, 1.7231091, -0.14480384, 1.0481459, -0.804862, -0.03265332, -0.7653601, -1.7515928, 0.64754415, -0.22779183, 1.1032516, 0.97615373, 1.9270358, -0.19772807, 0.6196322, -0.4053648, 1.674861, 1.1140286, -0.9059736, 1.0829829, -1.3054576, 1.1815423, -1.8374931, 0.6361758, 1.7322578, -0.07040469, 1.2876315, 0.43325534, -1.110177, 0.19547267, -1.3873476, 1.2249396, -0.34584874, 1.265137, 0.8994925, -1.6419461, 2.321615, -0.950413, -2.8216515, 0.70447546, -1.5900513, 0.56296885, 0.8644035, 1.3254925, -1.7632065, 2.244864, 0.9798667, -2.811011, 0.43095785, -0.11455541, 0.9718889, 1.7197416, -4.2175646, 1.5256959, -2.2882774, 1.2450442, 1.6180025, -1.0860138, 1.3741094]",26,53
2341832,54.45,7.817939688,4.607127255,24.71,Active,COc1ccc(Cn2c(O)c(C=Nc3ccccc3C(=O)O)c3ccccc3c2=O)cc1,"[-0.45713884, -0.00644968, -2.6136386, 0.09631242, 1.3131013, 0.7054221, 2.1594462, -0.5667475, 1.1964668, 1.7804499, -1.4435312, -0.6355049, -0.3735359, -0.09196489, -1.2979109, 2.3540847, 0.28105867, 0.8740154, -1.1143688, -1.1175976, -0.7399676, 1.3284763, 2.2867494, -0.1367243, -1.7747624, 0.27644396, 1.044463, 0.7029063, 0.13713765, 1.480166, -0.79578245, 1.1431742, -1.2999151, -1.201448, 1.2820642, -2.1343427, 0.39941955, -0.41431051, 0.7739754, 0.6375422, 0.3656592, 2.4470294, -0.67367584, -3.357555, 0.37692118, -1.8469261, 1.2107747, 1.9852349, 1.0398654, -0.9990438, 1.0706282, 1.7469686, -0.32347235, -0.9613499, -0.2861253, 1.4360319, 0.9139054, -2.4187877, 1.5899516, -1.3937726, 2.2232819, 1.5272003, -0.46786937, 2.274825]",32,53
135401370,30.55,4.136550854,4.076341578,83.88,Active,O=c1[nH]n2c(=O)c3c([nH]c2c1N=Nc1cccc(Cl)c1)CCC3,"[0.23914836, 0.26390865, -1.4599035, 0.0813606, -0.00953959, 1.2081492, 1.0739563, 0.17811841, -0.14314333, 0.759365, -1.5268444, -1.5056502, 1.0084088, 0.9744949, 0.31034023, 0.94685656, -2.0952644, -1.4023311, -0.5976133, -0.0830393, -0.2294038, 0.25111562, 1.0662831, -0.37965563, -1.1647766, -1.2687314, 1.2710979, -0.3602075, -0.5768548, 0.75973064, 0.24604228, 2.4578924, 1.0641618, -0.73612785, 0.4651978, -1.3932682, -0.639684, -0.6977086, -0.4662524, 1.5983648, 0.10806962, 0.14295149, 1.2330074, -1.5741361, -0.63973284, -4.4575205, 0.7366908, -0.16826248, 2.016545, -0.27383575, 2.1363356, 1.8940451, 0.7548372, 0.0853778, -2.475909, 0.06877896, -0.8191792, 1.2062261, 0.99796283, -0.73078114, 0.2204368, 1.2986728, -0.97730976, 0.92779166]",23,53
2929050,28.72666667,3.855697341,4.322393047,47.6,Active,C=CCn1c(=N)c(C(=O)NCCCOC)cc2c(=O)n3cccc(C)c3nc21,"[-0.054819904, 0.15110962, 2.5386767, -1.0154328, 1.3446128, 1.0611567, 1.0792934, 1.2759384, 1.1167344, -0.84668833, 0.23147218, 0.93333304, -0.17027077, 1.0141739, 1.7067864, 1.5239689, 0.54898864, 0.46857941, -1.7514141, 0.47517842, 1.8451793, 0.63552976, 1.1518373, 1.1344942, 0.004782191, -0.72999495, 1.4404457, 1.5040269, 2.006129, -0.93946326, 0.0016491889, -0.53387791, 0.73611611, -0.71061981, 2.011755, 0.65737832, -0.29968208, 0.24542721, -0.18797824, 0.48911786, -0.8488543, -0.77283174, -2.0387855, -0.76663268, 1.5123515, 1.9247943, 1.1430551, -0.20767869, -0.57484365, -0.25864843, 0.84206271, 0.44823575, -1.3474296, -1.3721367, 0.3134228, 0.42317504, -0.71710271, -3.515013, 0.43521598, 0.92527997, -0.33574888, 1.0334589, 1.9725565, 0.85160208]",28,53
135401474,53.59,7.685471303,4.440093375,36.3,Active,CCOC(=O)C1=C(O)C(=Cc2ccc(OCC(=O)O)c(OCC)c2)SC1=Nc1ccc(OC)cc1,"[-0.24517374, -1.6160159, -1.4980167, -0.6914969, 1.7966585, 2.814102, 2.98929, -0.7364698, -0.97111934, 2.2324295, -1.8626708, -0.68646103, -1.346112, 0.77887005, -1.3708417, 1.6674997, 2.5746198, 1.497854, -0.49525487, -4.329775, -0.8671921, 3.2566473, 1.8827071, 0.48440495, 0.41472784, -3.8119211, 2.15335, 0.24458054, -0.5656268, 1.1049273, 0.4042209, -1.4186859, -0.5798778, -2.531545, 1.6509622, -2.6415436, -0.70713717, -2.517907, 0.95829844, 0.69707066, -0.4855895, 1.8589174, -1.1093905, -1.6382043, 1.3880415, -3.6147726, 2.6194549, 1.3859056, 1.8818697, -1.3342724, -0.61691934, 1.0626585, -1.3864177, -0.8780226, -0.91923946, 2.5218616, 1.0070974, -0.07174037, -2.3994176, 2.3760471, 1.3494436, 1.3352671, -1.5341346, -0.81488705]",35,53
1472462,56.19,8.085957117,4.570086302,26.91,Active,Cc1ccc(S(=O)(=O)NNC(=O)c2sc3nc(C)cc(C)c3c2-n2cccc2)cc1,"[-0.32684487, -0.14551876, -1.3844817, -1.1237888, 1.9493331, 1.8468186, 1.9375362, 0.25164706, -0.4599047, 1.2533581, -2.3343248, -1.6970001, -1.1410246, 2.0287876, 1.2595073, 1.8071328, 2.343007, 0.9316682, 0.00811759, -0.6278466, -0.11337393, 2.910138, 1.232426, -2.531954, -0.20424336, -3.968938, 1.6802659, -1.1927788, -1.9247859, 1.7798296, -0.97118247, 0.7408454, -1.0933131, -1.6498245, 0.31790313, -3.6303282, 2.6537359, -1.1239454, 2.801459, -1.2888299, -0.27444088, -0.8533485, 1.5949941, -2.7187724, -1.0948709, -1.8010255, -0.8567956, 0.68816894, 1.5301878, -2.7419043, 2.111228, -0.6864731, -1.7983803, -0.576999, 0.430782, 1.4511564, 2.7007098, -2.1497238, 2.7884188, -3.4014437, 1.7358556, 2.2305987, -0.53045994, 1.5256102]",30,53
5389516,38.56,5.370355229,4.42573717,37.52,Active,Cc1c(O)c(CN2CCCCC2)cc2c3c(c(=O)oc12)CCC3,"[-0.33060712, 0.47099248, -1.0800599, -1.839657, 0.8647386, 2.9224036, 1.5491987, 0.3618085, -0.62813854, 0.9522388, -0.7213093, 0.59124976, 0.8220905, 1.8301934, 0.12924919, 1.7383802, 1.4400245, 0.24224442, -0.15597616, -1.9115235, -0.51986754, 0.44663134, 1.921564, -0.14160582, -0.8426684, -1.1215458, 1.1289268, 1.3231025, 1.7986059, 1.0050921, -1.7274377, -0.9842163, -0.29133993, -2.3547757, 1.0538456, -1.5769607, 0.40954375, -0.12310493, 1.2616754, -1.1721046, 0.10561823, 1.2943769, -0.24439405, -1.5844499, 0.29098377, -2.1991706, 0.5691374, 1.5423558, 2.1678886, -0.09225225, 2.2767215, -0.14453298, -2.4898818, -1.3893356, -0.959549, 1.2239975, 1.5100721, 1.2608515, 1.2297626, -1.4424165, 0.0122114, 1.6168001, -1.0750966, 0.55855924]",23,53
2214229,83.43333333,12.28232963,5.163675884,6.86,Active,CCn1c(CNC(=O)c2cccs2)nnc1SCC(=O)Nc1cc(Cl)ccc1C,"[-0.09859684, -0.65424395, 1.9032943, -0.30164889, -2.1744192, 2.383191, 0.58252203, -0.9809168, -1.8214631, 2.745729, -1.73166, 0.07486844, -0.38851193, 2.7155132, 2.963203, -2.305222, 2.5637405, 0.7598434, -0.319096, 1.9969933, 0.7760197, -1.4131917, 0.9740725, -0.61681426, -0.01886405, -0.02657798, -1.213844, -0.01203317, 0.8148567, 3.0254486, -0.41404256, 1.7490926, -1.8223895, 0.64683956, 1.9295495, 2.2550623, -1.2847995, 0.06074616, -0.13437782, 2.2701075, -0.38733882, 1.7396903, -0.09123081, 0.8939769, 1.6233896, 3.4010742, -1.4802896, -1.4693686, -0.50521123, 1.8139677, 0.25485873, -0.65956885, 2.858017, -0.8897864, 1.1130859, 1.731919, 1.4176807, 3.2355459, -0.43832272, 1.8371333, 0.3891727, -0.91658187, -0.03913714, 0.84406143]",29,53
3682341,40.01,5.593703087,4.230548821,58.81,Active,CC(=O)N1N=C(c2c(-c3ccccc3)c3cc(Br)ccc3[nH]c2=O)CC1c1ccco1,"[-2.7704098, -0.85782349, -0.96835238, -0.46709692, 1.4616717, 2.781265, 0.47609356, -0.35455981, 0.083003625, -1.2717142, 0.55863118, 0.52613384, -0.027889838, 1.2017198, -1.0760751, 2.5327892, 1.5538049, 1.0417573, -0.60033685, -3.1238124, 0.35466793, 0.87178415, 1.5745194, 0.053464655, -0.3195914, 0.43893346, 0.28345731, -0.28402016, 1.8617177, -0.43125769, -0.7971158, -1.8206693, 0.146033, -3.2201171, 1.0271425, -2.6546652, 1.1221654, -1.2161742, 1.4674175, 0.65383935, -1.9872987, 0.56608897, -0.93603581, -0.38174489, 1.044709, 0.32236084, 1.4388407, 0.92902696, 0.76252699, -1.6150457, 2.2420006, 1.8037356, -0.71299052, -1.499307, -0.38747254, 1.2886622, 1.2603322, -2.7893083, -0.41155505, 2.0626962, 1.1966728, 0.60431153, 0.003111813, 2.2955332]",31,53
16746541,65.08,9.455310537,4.775985189,16.75,Active,CCCCCCCC(N)C(O)C(=O)N(C)C(CCS(C)=O)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,"[-0.34977174, -1.7845267, -2.69832, -2.0208378, 3.429407, 3.3249526, 4.4656296, -1.4449677, 2.489041, -1.9512771, -2.671116, -2.0445962, -4.6319914, -1.0865086, -2.3504217, 3.736453, -0.9084439, -2.076043, 1.1251787, -2.686046, -0.32871163, -1.7999549, 3.533096, 3.1107712, -1.3325368, 0.134331, 4.786518, -2.648819, 2.0494583, 5.03748, -1.4356856, -2.2784653, -0.47775403, -4.974459, 1.8920106, -3.576785, -1.3036726, -4.6785884, 1.3011401, 4.269561, -1.8162665, 6.2321057, -1.0688808, -2.1868968, -2.1551595, -6.1306925, 4.9633656, 3.2559688, 0.54620755, -2.0705466, 3.4507656, 4.1438265, -0.8937518, -2.2077124, -1.8691429, 0.75841445, -0.7862633, 1.7995161, 2.0874786, -1.538721, -1.7225094, 2.3956215, -1.6649089, -4.0135155]",48,53
2937099,35.54666667,4.906202439,4.276298106,52.93,Active,COc1ccc(OC)c(C2C(C(=O)Nc3cccnc3)=C(C)NC3=C2C(=O)CCC3)c1,"[-0.6777491, -0.80537874, -2.9381866, 1.2431693, 0.880827, -1.4283619, -0.9716784, -1.8353516, -2.0967577, 2.0295076, 0.0673418, 2.1801584, -1.1165946, -1.0257171, -2.0818691, 1.0298845, -1.6041342, -1.1364253, 0.55190766, -0.00613658, -2.9201045, -1.0711734, -0.00521447, 1.5690931, -0.23481518, 0.19119203, -1.1965102, 0.27111554, -0.7442514, -1.3211931, -0.7456945, 0.09390865, -2.192198, -1.5304435, 2.1518917, -0.71537143, -0.777129, -2.1378639, 0.60606617, 0.67567044, 2.3649673, -0.17178935, 1.9516951, 0.2952707, -0.78760463, -0.8567419, 1.3270271, 2.8150353, 1.2352967, 1.6857405, -2.0070028, -0.1399087, 1.9028314, -1.0713204, 0.04224603, -0.12191284, -0.1589028, 2.407918, 0.42989412, 1.7907612, -0.21552683, -1.8710792, -0.568223, -0.5684275]",31,53
750944,35.55333333,4.907229326,4.182897596,65.63,Active,CNC(=O)c1cc2c(=O)n3cccc(C)c3nc2n(C(C)C)c1=N,"[0.5321136, 0.36950415, 2.017627, -0.8685621, -0.5880645, 1.6320751, 2.4210014, -0.16124181, -0.01617362, 0.791236, 0.39002538, -1.2667772, 0.36844128, 2.0182843, 1.0921588, -1.3329742, -1.2742901, -0.5957518, -1.0908488, 0.96462756, 0.15467952, 1.7217368, 0.67355835, 0.9314035, -0.17864309, 1.4176848, 1.517627, 0.70062673, 1.7257502, 1.0398822, -0.5696779, -0.01412116, 1.7345682, 0.456385, 0.03801109, 2.360532, 0.5087535, 0.39981332, 1.2473587, -1.5108372, -1.10221, -1.7758249, -0.07998678, -0.634186, -0.32302305, 1.253394, 1.659932, -0.514727, -0.79098725, 1.4392103, 0.33764046, 0.08413966, 0.43899706, -0.9584751, -2.0140631, 0.18541485, -0.7352874, 0.43665293, 0.33589843, 0.83160394, -2.6264138, 0.9036645, -0.12794502, 1.3597828]",24,53
1069150,28.91,3.883936725,4.022871099,94.87,Active,CC(=O)Nc1ccc(S(=O)(=O)Nc2nc3ccccc3nc2Nc2ccccc2)cc1,"[0.01089718, -0.7930708, -0.70366645, -0.52156824, 1.5001299, 1.3552493, 1.6069535, -1.0045282, -0.6555911, 0.7577572, -0.28646484, -0.7206478, -1.967241, 0.22295667, 0.81169283, -0.2700411, 2.0572882, -0.2688533, -0.52475566, -1.2779669, 0.08476146, -0.2929974, 0.7914562, -0.22431178, -0.9104644, -0.6657877, 1.2083856, -0.86643636, 1.0470676, 1.038045, 0.33983332, 1.8509446, 0.27668703, 0.1516219, -0.21032639, -2.9770474, -0.40089136, -0.1324323, 0.21219836, -0.262524, -0.6735156, -0.7831641, 2.7102892, -1.9478588, -0.72242224, -1.2139721, -1.267398, -0.2681147, 0.4735781, -2.333851, 1.7108874, -1.152075, -0.08997501, -0.49887952, -1.6559985, -0.40594414, 1.4334143, 0.46657395, 1.3600016, -3.710869, -0.29205734, 1.5875102, -0.02647099, 1.7989739]",31,53
9550725,50.87,7.266501528,4.57888987,26.37,Active,Cc1ccc(NC(=O)Nc2cccs2)nc1,"[-0.1887856, -0.7436552, 0.7750155, 0.03991525, 1.4057302, -0.34306338, -1.0354328, -0.51017886, -0.09008399, 0.91341954, 0.30439642, 0.8277833, -0.5315246, 2.12795, -0.2342148, -1.4851285, 1.6558189, 1.7051213, -0.6412418, 1.615072, -0.08251252, 0.6132953, 0.00320069, 0.26489526, -0.28342924, 0.14189626, 1.5110487, -0.13897969, -0.33466688, 1.5504363, -0.10648127, 1.1855148, -0.5611508, 1.9838351, -0.9487446, 2.1125245, 0.04728115, -0.01471699, 0.8571901, 1.0918721, -0.2073561, 1.395203, -0.32468095, -1.899369, 1.9214027, 1.1191633, -0.09798983, -0.55148894, 0.6193176, -0.3413852, -0.3090041, 1.1767758, 0.14085801, 0.16101594, 0.08323614, -1.1948957, 0.9598566, -0.23740266, 1.3300334, 1.0389696, 0.7154014, -0.26627913, -0.07042702, -0.4559327]",16,53
9658098,30.07,4.062615012,4.365623506,43.09,Active,O=C(O)c1ccc(-c2ccc(C=NNc3ccc([N+](=O)[O-])cc3)o2)cc1,"[-1.1289717, -0.66425854, -2.609269, -0.60898054, 0.05716941, -0.31909192, -0.5871854, -2.8103607, 2.2730393, 0.14455104, 0.34969845, 0.20245147, -1.1466893, -0.91189516, 0.5377684, 1.5834736, 1.0890977, 1.0027938, -0.6901391, 1.2327702, -0.66483974, -0.09915382, 2.7278454, 0.5237711, -0.7118591, -0.8195188, -0.07643116, -1.8110012, 0.35322726, 1.6016084, -0.85596746, 0.68477666, 0.8858472, -1.5085627, 1.579157, -1.3959447, 2.0095048, -1.6684994, -0.23802029, 1.1876006, -0.97386575, 0.1575637, -0.49298045, -3.0638285, -1.7729642, -1.1465247, 1.6254342, 1.3225971, -0.09201855, -3.0212946, 1.3363081, 1.5942812, -0.35315934, -0.42209092, -0.87181115, 1.5093393, 1.5802543, -1.8497247, 1.7191434, -1.4060563, 1.6658647, 1.0005964, -0.7455394, 1.128994]",26,53
3095577,55.16,7.927303122,4.53165267,29.4,Active,CC1(C)CC(=O)C2=C(C1)c1c(ccc3ccccc13)NC2c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,"[-2.5976985, -1.8627304, -0.48437604, -0.9389276, 2.50515, 1.7688123, 1.9728584, -1.4208839, -2.3765485, 2.1442475, -1.8166213, 0.4504709, -0.29568782, 2.0618277, -2.0115821, 0.5132755, 3.0523555, 0.901576, -1.5177126, -4.4802485, -1.5854218, 2.2788696, 1.5943409, 0.28043866, -1.5544969, -0.48907596, 2.0381224, 0.4536192, -0.3962257, 3.171083, -1.9293298, -1.6814517, -1.7464353, -3.591292, 1.0292444, -3.2396252, 1.402677, -1.9622766, 0.48680565, 0.76226467, -0.68108296, 2.6169362, 2.37, -5.500776, 1.5398983, -3.7935522, 1.4727727, 2.3042881, 0.45755765, -3.3286946, -1.0763822, 0.6071998, -3.4528847, -0.8593627, -0.10344649, 0.6732044, 0.92846555, -3.767312, -2.0259247, 2.5167801, 1.8417428, 0.25604156, -0.88300544, 0.08027745]",34,53
666459,60.11,8.689766499,4.787013815,16.33,Active,Cc1c(CCC(=O)O)c(=O)oc2cc3occ(-c4ccc(F)cc4)c3cc12,"[-0.824024, -0.5638753, -0.8340956, -1.966753, 1.6928668, 1.619339, 1.8548409, -0.6507481, 2.1343577, 1.0659423, -0.29755017, -0.017461, 0.09277353, 1.8534079, -0.594592, 1.819522, 1.00445, 1.4060137, -1.000941, -0.75080955, -0.23624435, 0.9654801, 0.04393642, 0.79391813, -0.7083935, -0.98215085, 2.6672816, -1.1310152, -0.9422519, 2.1331954, -1.1086606, -1.3110312, 0.61609703, -4.1202044, 1.759158, -1.4863036, 1.74695, 0.27860054, 1.5506592, -0.22470747, -1.450614, 2.565307, -0.65716034, -1.8079597, 0.35871637, -2.9000788, 1.1851524, 1.953911, 2.0016165, -1.3651093, 1.4577955, 3.064614, -1.5991577, -0.8420058, -0.6150675, 1.0501053, 2.6899745, -2.0882165, 2.8070958, -0.7040746, 1.8723464, 1.790172, -0.28152058, 1.2057587]",27,53
9662919,32.51,4.438455545,4.311669182,48.79,Active,O=C(NN=C(CC(=O)c1cccs1)C(F)(F)F)c1ccncc1,"[-1.3309435, 0.18961936, -2.0311651, -0.45051101, 1.5375124, 0.0011947243, -0.13006242, -1.2188166, 1.308827, 0.41941792, -0.46752125, 0.13909154, 0.34030205, 1.1563822, -0.52821666, 0.585383, 0.22501984, 1.1069905, -0.98093325, 0.59026366, -1.2223923, -1.6332445, -0.12819901, 0.62223423, 0.59070987, 0.070165657, 1.5999471, -0.53313386, 0.11846176, 3.1700258, 0.0078400159, 3.3996842, -0.88768411, 0.32974377, 1.3717189, -2.4503348, 1.357612, -1.1011587, -0.72833288, 2.5587008, -1.1804117, 0.9087925, 1.1604518, -1.1138771, -0.9360351, -0.47756249, 0.75207573, 1.0661756, 1.0826783, -0.7082994, 0.96871167, 2.4118893, 0.18737856, -0.40696231, 0.15626818, -0.91840905, 0.022696422, -1.5361427, 0.12503625, -1.6207213, 0.71862745, 0.035110969, -0.64038509, 0.45262146]",23,53
