CID,SD,SD Z-score,DR,XC50,Activity,neut-smiles,Embeddings,# atoms,Max atomic num
6218884,49.6,7.070879611,4.363111093,43.34,Active,CNc1ccc(C=C(CCC(=O)O)c2nc3ccccc3s2)cc1[N+](=O)[O-],"[0.03058585, -0.17954127, 0.9843851, -1.1514773, 1.3470924, 2.6606202, 3.582019, -0.40353402, -1.7646604, 1.2994165, 0.14570461, 0.5330979, -1.990266, 2.5810645, -2.5643673, 1.733662, 0.57585967, -0.519457, -1.033703, -2.297147, -0.2680911, 1.014535, 0.7946384, 0.35226834, -0.5263259, 0.16807072, 2.5482666, -0.870573, -1.0834945, 2.1564639, 0.3005442, 0.47070625, -0.6903382, -2.9298952, 0.97655946, -1.1141423, -0.90824515, 0.6614298, 1.097797, 1.1895525, -0.09699312, -1.898267, -0.27904987, -3.777688, 0.28995505, -1.5943565, 2.054811, 1.3132323, 1.2306441, -1.0531119, -1.4484487, 0.4210592, 0.3798055, -1.369501, -0.71545744, 1.1667608, 2.236378, -1.8842217, 0.11363354, 1.7116321, -0.7940047, 0.7122464, -0.9575759, 1.0983051]",27,53
6374709,39.53,5.519767244,4.185752404,65.2,Active,N#CC(C#N)=C1C=CC=CN1C(=Cc1ccco1)C(=O)c1ccccc1,"[-0.733632, -1.4687785, -2.1236014, 0.4466833, 2.3662004, -0.47193086, 1.5659082, 0.9545029, 1.4338883, 0.24478926, -0.07912966, 0.9464134, -0.31807265, -1.2636261, -1.3404483, -1.1804117, 1.3415201, -0.3283827, -0.3362845, -3.6510787, -1.8748032, 1.9299916, 0.45235485, 0.57360995, -0.45778596, -2.4263902, 1.4180113, 2.1711533, -1.1264884, 0.65067196, -2.1599603, -0.54507494, -1.2787393, -1.7395035, 0.3619717, -2.7440832, 0.9081317, -1.3156856, 1.939267, 1.7875597, 0.6253292, 0.09401884, 1.1566713, -2.2669675, 0.53305244, -0.84301794, 0.9045702, 2.0165682, 1.1527756, -0.85632575, -0.98789793, 0.923326, 2.2295623, -2.6559834, -0.4567057, -1.7478331, 1.1588326, -2.4437969, 1.9812926, 1.6438333, 0.9916272, 0.7514138, -0.83075076, 0.2773545]",26,53
5390082,68.87,10.03909563,4.39870069,39.93,Active,CCc1cc(=O)oc2c(C)c(O)c(CN3CCCCC3)cc12,"[0.09662326, -0.02803991, -2.4109337, -1.0990375, 1.9084972, 2.300058, 1.7491239, -0.30086425, 1.2198708, -1.2217345, -1.3274596, -0.702584, -0.3880598, 2.4949102, 2.0284977, 0.8350023, 1.6274182, 1.9554577, 0.07178261, 0.7790989, -0.68992996, 1.4867482, 2.4353282, -0.90378135, 0.17433682, 0.7330233, 1.2627258, -0.94782984, 1.3258642, 2.304277, -0.02664013, 1.502223, -0.18723343, -0.94848377, -0.36550507, -2.5017006, 0.7291739, -0.7394566, 1.5955336, 1.2265973, -1.954888, 2.7783277, -1.9264233, -2.112271, -1.4221711, -2.8179367, 1.1931008, 1.4255345, 1.60811, 0.3929187, 2.06275, 1.1816088, -3.113594, -0.05610332, -0.8081593, 2.1001818, 1.1655583, -1.3575634, 2.0519996, -3.2679596, 1.906692, 2.334495, -1.3882066, 1.5535283]",22,53
6393804,31.54,4.28904353,4.646083769,22.59,Active,O=C1C(=CC=Cc2ccco2)SC(=S)N1NS(=O)(=O)c1ccccc1,"[-0.7078365, -0.5741308, -2.6976864, 0.3993798, 0.52394414, 1.0284108, 0.6694173, -1.6934375, -0.8321245, 1.4203792, -1.5149153, 0.19379863, -1.3326362, 0.1868736, -1.7888356, 1.3033218, -0.7205078, 1.1481684, 0.56806874, -1.8006654, -0.31360945, 2.6562104, -0.28917792, -0.8729214, -0.15265694, -1.3949555, 0.45640138, 0.02075307, -2.1968455, 1.1727508, -0.9360755, 1.2840588, -0.14898053, -2.8824763, 1.0350384, -3.45979, 1.3024572, -0.03693655, 0.67281634, 1.2546097, -1.259513, 1.402352, 2.0865817, -1.385984, -1.4404649, -2.9879067, 0.70837355, 0.5768132, 1.996595, -2.4206328, 1.5329998, 1.0544271, 0.40509063, -0.10716552, -0.75820136, -0.52620834, 1.0650058, -3.475401, 0.93306273, -0.84266204, 0.2751392, 1.7200127, 0.23698801, 1.5806106]",25,53
9550334,50.88,7.268041858,3.891536459,128.37,Active,CCOP(=O)(OCC)c1nc(C=Cc2ccccc2)oc1NCc1ccc(OC)cc1,"[-0.06108944, -0.28562826, -1.1910539, -0.8833653, 1.2274369, 1.4142106, 1.4463102, -0.34305838, -0.096417, 2.1328151, 0.07119715, -0.8948848, -0.33163702, 3.2757018, 1.4254856, 1.3766049, 0.39424786, 0.11034328, 0.3322847, -1.1710256, -0.8577752, -0.8492758, 1.501405, 0.3121308, -1.2454525, 0.29479018, -0.711225, -0.30806503, -0.26566875, 2.4907575, 0.06619801, -0.64471465, -0.8415243, -3.092959, -0.40753272, -1.0828004, 1.3908108, -0.437507, -0.5816723, 1.7752917, 0.66746575, 0.18458804, 0.95582414, 0.7888685, 1.4776133, -2.370835, 0.21525072, -0.49590352, 1.6453474, -0.10954182, -0.23648463, 1.5427045, 1.6698066, 0.12351187, -0.27738178, 2.3030932, 2.5335042, 3.666854, 0.49084502, 1.2077025, 0.40435073, 1.8814126, 0.5683424, 0.34599182]",31,53
1007227,52.73,7.553002918,4.37675071,42,Active,Cc1cn2c(N)c(C=C3C=C(Cl)C(=O)C(Cl)=C3)c(=O)nc2s1,"[-0.6461022, -2.2874794, -2.2840095, -0.4333411, 2.9113681, 1.0612411, 1.4158666, 0.377511, -1.1334666, 0.35857657, -3.0939035, 0.41522995, -0.6191495, 1.5097765, -2.2628932, 1.4173969, 1.7725347, 0.4450889, -0.9522099, -1.9901865, -0.97737765, 2.019501, 2.0989077, -0.8916351, -0.7531732, -2.1350222, 2.0368176, -0.19661307, -0.7168423, 1.8008577, -0.07066052, -1.0632007, -0.77307796, -4.783386, 0.717844, -2.890896, 0.16909291, -0.07834577, 1.5885917, 1.5888814, -0.46800473, 1.0339803, 2.1660533, -3.0001042, 1.2637786, -4.5642614, 0.9735306, 1.7524137, 1.8803722, -1.5635363, 1.448973, 0.6417415, 1.2052627, -1.1748, -0.3721664, 1.1685743, 1.7365665, -2.7751634, 1.7335044, -0.6787374, 1.2924154, 1.8807989, -2.330941, 1.3307806]",22,53
135443907,61.71,8.936219308,4.6181632,24.09,Active,CCOc1ccc2nc(NC(=O)CSc3nc(-c4ccccc4)c(C#N)c(=O)[nH]3)sc2c1,"[0.43892723, 0.22707146, 0.23266654, -0.9948342, 1.70471, 2.9768488, 1.6530852, -0.00455154, -0.42536572, 1.6775112, 0.3558804, 0.10721074, -1.2409307, 3.0782168, -2.60935, 1.0120163, 2.4928224, 2.7559423, -0.42659432, -1.841054, -0.76754415, 0.7925345, 1.5121174, 1.2882742, -0.8439425, -1.0157802, 1.5446908, -1.8219005, -2.713754, 2.270098, 0.13130148, 1.6278806, 0.46580592, -2.67666, 1.386926, 1.5048206, -0.21920227, 0.71511215, 1.2280701, 1.7019699, -0.60839057, 0.01022077, 1.1271945, -3.096011, 0.7722607, -3.707854, 1.559588, 1.3526473, -1.2400997, -0.35172716, 1.2170825, 1.1542767, -0.12172209, -0.52152663, 0.5930622, 0.44157213, 2.510328, -2.1070483, 1.6381884, 2.0424712, 0.997067, 1.299277, -0.57468534, 1.1472082]",32,53
4095681,32.73,4.472342807,4.109467208,77.72,Active,Cc1ccc(C)c(CSc2ncccc2C(=O)O)c1,"[0.23945731, 0.47309038, -1.0995249, -0.7412001, -0.911882, 0.01424231, -2.2281423, -1.2092435, 1.3269262, -0.71700466, -1.2595066, 0.5762206, 0.13188425, 0.9745223, 0.5863775, 0.57600474, 1.6785636, -0.7223592, -1.0596081, -0.3224182, -0.924496, -0.74444205, 1.1653432, -2.0612195, -0.10335623, -0.32782403, 0.9885269, 0.82890457, 1.8821039, 0.7441425, -0.15213089, 1.8010578, -0.1710662, -0.6127837, 0.39067146, 2.0934587, 1.1560594, -1.2395165, -0.6621053, -0.5495448, 0.3714388, 0.5967881, -1.6126814, 1.0556211, 0.07373157, -0.80383605, -0.948075, 0.8252535, 0.89235044, -0.8318093, 1.1270074, 0.6158002, -0.6047685, 0.40599287, -0.30223083, -0.7747939, 1.9863949, -0.05537799, 1.7606598, -0.71061766, 0.8489701, 1.3379637, -0.02479447, -0.5448591]",19,53
31401,94.09,13.92380803,5.585026652,2.6,Active,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,"[-1.0500127, 1.0524678, 2.9853323, -0.45755404, -1.3301636, -3.4851542, -1.8741535, -2.0654583, 3.2359169, -2.6647637, -0.48717436, 0.16737443, -0.68294704, -3.446656, 3.840433, -3.6892068, -3.518574, -2.2318382, -0.8114029, 3.308179, -1.2231256, -2.1172998, -1.1100564, 0.3805057, -0.02454652, -0.72934604, -1.9258085, 1.3625993, 2.790945, -1.3962818, -0.74781716, -2.5350845, -0.4570139, 1.3667722, -0.6920597, 4.5393944, -0.7855449, -0.7291647, -1.4949192, -2.6089678, -0.6899161, 1.8423432, -0.9302318, 4.1439104, -2.3131618, 5.569462, 0.61332405, -1.3860701, -1.276039, 1.5315471, -0.94401515, -1.4923701, 4.518434, -0.7627492, -2.0917807, -1.7935768, 1.8377659, 5.121682, -1.2355202, 3.0406272, -2.0236976, -2.4779463, -1.4537507, -1.490823]",28,53
653959,31.73,4.318309801,4.105960999,78.35,Active,COCCCn1c(=N)c(C(=O)NCC2CCCO2)cc2c(=O)n3cccc(C)c3nc21,"[0.7313674, 0.45750973, 1.0253026, -0.6296354, 1.4011508, -0.35791808, 0.79703045, 0.5923418, 0.9359915, -0.214195, -1.4797815, -0.95675987, -0.69386846, 1.2348062, 1.5754362, -0.02998288, 0.5495827, -0.9311159, 0.61569345, -1.4412043, 1.3072522, 1.2156299, 0.34679902, 0.5110268, 0.3688578, -1.8640136, 0.4501479, 1.8654463, 1.3951151, -1.0452172, -0.34577435, 0.77828753, -0.15934236, -0.85865724, 1.6973017, -0.5374656, 0.78872895, -0.5061994, -1.1741784, 1.4627628, 0.6242545, 0.18120834, 1.2091932, -1.0108271, -2.055164, 2.1040359, 1.7763757, 0.09184247, 0.5857498, 0.4974985, -1.1720271, 0.11203042, 1.1499431, -0.3831184, 1.3225262, 1.6993283, 0.00829513, 1.4203452, 0.5072185, 1.5282214, -0.36939588, 0.7883293, -0.02189173, 0.6667125]",31,53
747441,34.1,4.683368024,4.150642018,70.69,Active,Cc1nc2ccccc2c(=O)n1NC(=O)c1ccco1,"[-1.2768255, 1.6660023, 1.1903394, -0.08111724, 1.0789651, 1.8063709, 2.050977, 1.2683206, -0.09554172, -0.06464033, 0.35434023, -0.54520506, 0.3243511, 1.5744282, 0.03313844, 1.0489032, -0.85434765, -0.9672792, 1.3716588, -1.4045498, 0.27425042, 1.2218292, 1.4424467, 0.6885496, 0.08487833, 0.9461432, 0.08776649, 0.0108396, 0.3999812, 0.5253141, -0.7726815, 0.1627154, 1.8034698, -0.707351, 0.8088729, -0.8836273, -1.0059707, 0.32626235, 1.2212603, -0.32341793, 0.3731584, -0.7079934, -0.6225446, 0.7199212, -0.76612055, -1.3092408, 1.2378412, 1.1344868, 0.6411489, 2.935876, -0.5608594, -1.6181844, 1.1120481, -1.0057333, -0.23868816, 1.0073905, -0.72903156, 1.5778557, -1.2509692, 0.35920656, 1.5645562, 1.6762363, -0.4122741, 1.4055356]",20,53
3236729,38.95666667,5.431454988,4.730020323,18.62,Active,O=C(NCc1ccco1)C1CCCN(S(=O)(=O)c2cccc3nonc23)C1,"[-0.25851533, -0.49931496, 1.0119027, -0.30579978, -0.3897283, -0.5594651, 2.1937, 0.35584095, 0.60336095, -1.692405, -1.3285717, -0.64514816, -0.8142344, 0.43373558, 1.43225, 0.97681826, 1.8826689, 0.9362056, 0.04321479, 0.83666503, -0.09413117, 1.5247785, 0.72211945, -0.91988665, 1.1174283, 0.20521344, 0.39077538, 1.512734, 1.6463021, 0.68329597, 0.50268376, 1.8279846, 0.83523333, 0.14595385, -0.35103175, 1.3172417, 0.12630841, 0.13010067, 0.0518688, -1.2569191, -1.1808728, 0.36850795, 0.55558133, 0.20163147, 1.2044942, 1.2720289, -1.6486909, -1.6380694, 0.92898023, -1.3605776, 1.3788289, 0.9787287, 1.2614537, -0.77744913, -1.7211047, -0.34900236, 2.3146188, -2.9081633, 1.0679545, -2.6721113, 1.4485152, 1.5969601, 0.09505422, 0.9593664]",27,53
3738806,42.79,6.021914843,4.39351115,40.41,Active,Cc1ccccc1C1C2=C(Nc3[nH]n(-c4ccccc4)c(=O)c31)c1ccccc1C2=O,"[-0.58859766, -1.6184123, -1.1170627, 0.4006506, 1.3240271, 0.7070931, 1.0916007, -1.0602825, -1.4624805, 1.661604, -1.2677473, 0.9871966, -0.5992721, 1.6106341, -2.0571158, 1.4419863, 2.322722, 1.3173758, -1.0342262, -2.5624843, 0.90962064, 2.0931559, 1.9802637, -0.2908498, -1.5555277, -0.9454434, 1.0684348, -1.4013349, -0.3849834, 1.7838198, -1.8490424, -1.7776347, -0.50105053, -2.6784708, 0.01685631, -1.814253, 1.5402825, -0.6499501, -1.7579652, 0.81566155, -0.55738276, 3.0566719, 1.8600447, -2.5699692, 0.2157551, -4.2526264, 1.4845697, 2.5552335, 0.86367327, -3.8102963, -1.5052656, 2.1291625, -1.6627692, -0.9380792, -0.4320499, 2.9447086, 1.9428308, -2.8025706, 0.10150107, 0.50294423, 0.3039212, 0.7829199, -0.16233797, 1.3816416]",31,53
21214681,31.77,4.324471121,4.082336976,82.73,Active,Nc1nonc1-c1nc2ccccc2n1CC(=O)NN=Cc1ccc(-c2ccccc2C(=O)O)o1,"[-0.30926859, -1.2985332, -0.95381904, -1.1711559, 0.073197998, 1.9242423, 1.1509242, 0.47025359, -0.02791732, 0.0019581595, 2.0853519, -1.3976309, -0.49185309, 1.5851958, -0.12330917, 1.8524228, -0.071797714, 2.5153115, -0.20560779, -2.1847649, -0.077012137, 2.2250388, -0.12472543, 1.2276714, -0.421305, -0.54497695, 0.40344989, -2.5800986, -0.80313385, 1.4622577, 0.1598561, -1.8543853, 0.3247413, -1.2463877, 0.99806285, -0.71966761, 0.08382111, -1.8250574, 2.2004521, -0.21333621, -1.659163, 1.0434642, 0.64281356, -2.9216907, 1.5901842, -3.3613348, -0.93913579, 1.0935683, 1.1078025, 0.85075188, 1.1335918, 0.99853212, 0.3125965, -0.25740239, -1.3618985, 0.8716169, 0.8900159, -0.85669756, -0.6627174, 1.4673595, 0.98719543, 1.5923463, -0.23436421, 0.756917]",35,53
5389677,30.78,4.171978446,4.563519305,27.32,Active,CCCCc1cc(=O)oc2c(CN(C)C)c(O)c(Cl)cc12,"[0.06786917, 0.2337364, -1.4512007, -1.8458853, 1.389507, 1.3387558, 1.1770607, 1.371904, 1.4502083, -0.744863, -0.89154625, -0.41184297, -0.6424444, 0.73991925, -0.07130215, 0.81056017, 1.2301221, 0.96670574, -0.12845936, 0.6214962, -0.25726166, 1.307265, 2.2192116, -0.8707349, -0.92224705, -0.47474733, -0.4496547, -0.16159165, -0.17220677, 1.658343, -0.8992307, -0.1687372, 0.15658642, -0.37477252, 1.4097614, -1.2755326, 1.2063897, -0.2582993, 1.3962029, -0.55750906, -0.10979278, 0.14536491, -2.0830398, -1.7382627, -1.3658543, -3.1546075, 0.4145271, 1.0843024, 1.5775758, -0.76642835, 0.4945817, 1.381691, -2.0192142, -0.47604507, 0.44976595, 2.1285892, 1.0955949, -1.2224928, 1.8779228, -1.2049962, 2.4046998, 2.4691195, -0.91202646, 0.48777246]",21,53
9641949,40.75,5.707687511,4.327902142,47,Active,COC(=O)c1ccc(COc2ccccc2C=NNc2cccc(C(=O)O)c2)cc1,"[0.04523673, -1.5222942, -2.5012677, -0.2541542, -0.08268049, 1.01016, 0.7570457, -1.1932337, 1.8037405, 1.9434855, 0.30781278, -1.1722823, -1.3829863, 0.97379184, -1.4123286, 2.4287972, 1.9487356, 0.888779, -0.80973625, -0.47348994, -2.9764938, -0.74669635, 2.432675, 0.35992277, -1.031496, 0.5181539, 0.24454223, -0.06082205, -0.18999833, 2.5956597, -1.0007992, 1.468508, -0.39054802, -2.246813, 1.2639316, -0.96120787, 1.8209397, -0.90719795, 0.7848572, 1.3931557, 0.84210396, 1.809071, -0.8636767, -3.0824983, -0.35993147, -1.2680001, 2.0898907, -0.62158865, 0.22863944, -2.274077, -0.66434175, 1.5558813, -1.1298068, -0.96846426, -1.488918, 1.2648686, 2.173262, -0.7524912, 0.98283446, 0.9606067, 2.4391875, 1.0931553, -0.97835183, 0.2306006]",30,53
2946550,34.44,4.735739246,4.119529407,75.94,Active,Cc1noc(NS(=O)(=O)c2ccc(NC(=O)CSc3nnc(-c4ccccc4)n3C3CCCCC3)cc2)c1C,"[0.59630895, -1.3630532, -1.4036832, 0.2815324, 0.17715015, 0.7068429, 1.578975, 0.48657453, -0.29875517, 1.9214114, -0.01560833, -0.13153689, -0.6596373, 0.08150343, -1.2940676, 1.9253103, -0.46930423, 4.1408253, -1.6113176, -1.2233981, -0.2630401, 2.3921652, -1.580058, -1.8141458, -1.0813303, -3.1966968, -1.8473302, -1.311971, -0.9478753, 0.65284264, -0.50202465, -2.8438873, -1.6770388, 0.20652649, -1.6964134, -3.0694187, 2.3926075, 0.6663431, 2.1562722, -1.6925672, -1.5333626, 1.3017913, 0.5803096, 2.0662272, -2.1613767, -0.65465987, -0.49738935, 1.8334941, 0.90471494, -0.5651041, -1.5438718, -1.3810768, -2.8532639, 1.3338461, -1.0593798, 2.1070688, 0.23678441, 0.29658034, 0.4344703, 1.4337202, -0.5953317, -0.01402471, 0.96826077, 1.1216779]",39,53
135517083,51.63,7.383566612,4.919373513,12.04,Active,O=C(NN=Cc1cc(Br)ccc1O)C(c1ccncc1)N1CCOCC1,"[-0.9794737, -0.8963682, -2.570534, 0.69304127, 1.8310047, -1.0824041, 1.7043183, -0.8495729, 1.2820779, 0.7887496, -1.1572571, -0.7774054, -2.5336595, 2.2999103, -0.5960944, 1.2008599, 0.6846151, 2.6573362, -1.2863638, -0.29524335, -2.6073534, 1.3523543, 1.0153297, 1.5442679, 0.42981434, -2.8424602, 1.7685024, -0.7968939, 1.0470648, 3.0643559, 1.1041903, 1.7043538, -0.12662615, -1.5400039, -0.5395488, -1.8599328, 1.8207651, -1.3640102, 0.97008157, 1.4202021, -2.461408, 2.0109234, 1.3531264, -3.6316319, 0.33809328, -3.7238712, 2.246885, 0.752206, 1.6588383, -2.0715756, 1.4261656, 2.7477694, -1.7093279, -0.13279182, -1.0272182, -1.0841019, 2.1264513, -3.2118638, 0.85285884, -1.4251704, 1.2625315, 2.0287313, -1.2143446, 1.2464706]",26,53
135433283,38.35,5.338008298,4.320844759,47.77,Active,CCOc1cc(C=NN=C2NC(=O)C(CC(=O)O)S2)ccc1OS(=O)(=O)c1ccc(C)cc1,"[-1.8269777, -1.3532239, -0.8780514, -2.2006736, 1.78569, 1.5115837, 1.031398, 0.9101855, 1.2010272, 1.5450627, -1.7264851, -0.9642215, -2.1757429, 0.9096489, -2.0871286, 0.5342931, 1.7973553, 1.8739706, -0.28233925, -0.55487597, 0.1449487, 1.6836799, 1.2658948, 0.11224116, -0.07541186, -3.1075792, 0.9790278, 0.37646133, -2.3248684, -1.2937747, 1.1189947, -2.1222734, -1.0565048, -2.3492384, 2.0395088, -1.4157612, -0.4536482, -0.23795435, 0.80800426, 2.179416, -0.8934197, 2.5073495, 0.9400652, -2.789115, -0.39450526, -2.0505748, 1.8617802, 1.6034424, 2.2038646, -1.3701814, -0.98963857, 1.5163502, -0.14158177, 0.3779506, -0.34755012, 1.1059072, 0.9010353, -1.1300325, 1.4227097, 0.9928214, -1.0199753, 1.8661717, -1.1458638, 1.664783]",33,53
656220,76.68,11.2420934,4.924088239,11.91,Active,O=C(Nn1c(Cc2cccs2)nc2ccccc2c1=O)c1cccs1,"[-0.14224106, -0.29813564, -0.11123502, -0.53924817, 0.8074838, 1.3305823, 2.56712, -0.40544638, -1.4630197, 2.3740737, -0.11797594, -1.1158528, -0.3050333, 2.8721175, 2.2678895, 3.2271724, 2.4183586, 0.2768375, -0.62096596, -2.649234, -0.8096511, -0.2594796, 3.0971289, 0.9482581, -0.9414249, -1.891436, 1.9749942, 0.19827823, 2.429609, 3.1736937, 0.2793345, 1.4121562, 1.0531492, -1.9673147, 1.2138112, -2.077319, 0.4500474, 0.45622373, 0.8165484, 2.050646, -0.64858603, 2.6824996, 1.9598651, -3.6601212, -1.0895123, -3.947466, 0.23081951, 1.9876096, 1.2473673, 0.5224112, 2.1852593, 0.35819054, 0.9776946, -0.6908177, -2.5218487, 0.741997, 2.3089802, 1.8777881, 1.5995673, -1.7695013, 0.6517009, 1.4417508, 0.26967764, 0.7997738]",25,53
650195,33.53666667,4.596596098,4.030490901,93.22,Active,O=C(NC1CCN(C(=O)NCc2ccccc2)CC1)c1ccco1,"[-0.374829024, 0.188963324, 0.348372579, -1.17629516, -1.71968567, -2.63305974, 0.159938589, -0.841441512, -2.18089843, 1.14106739, 0.331621885, -0.0195937436, 0.24236533, 0.433469206, 1.71915698, -1.56268919, 0.822856724, 0.922772825, 0.107666329, -0.260033667, -0.877085149, -0.138799116, 1.3738606, -0.134192988, -0.211115658, 0.250028431, 0.215177119, 0.166721463, 0.105941102, 0.818530738, -0.0546770431, 0.562846661, -0.489576817, 0.765034974, -1.9130913, 1.95946801, -1.95341146, 0.103756525, -1.51773548, 0.900684595, 0.085733369, 2.02489209, -0.545349836, -0.524139345, 2.05551815, 2.2366519, -0.000206306417, -0.88766557, 0.0217555631, 1.13693261, -1.54764903, -0.304339886, 1.1958282, -0.201186344, -1.44972432, -1.63486159, -2.02419162, 1.44735563, 0.14914605, -0.91056186, 1.00120008, 1.19899094, -0.234619603, 0.720878959]",24,53
1856838,32.47,4.432294225,4.144844423,71.64,Active,O=C(Cn1nnc2ccccc2c1=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,"[0.9210068, -0.6112878, -1.5925201, 0.6515198, 1.108042, 1.1958598, 2.3501618, 0.9621701, 1.656405, 0.65814286, -0.4592012, -1.194915, -0.41875702, 1.4854518, -0.7223438, 1.3902389, 1.3306072, 1.1872555, -1.230312, -0.6090222, -0.46554616, 0.3812456, 1.0090253, 0.6056829, 0.31265378, -1.0833387, 0.93581843, 0.48973775, -0.47204855, 1.9157431, -0.5236799, -0.5038123, 0.44862416, -1.6012261, -0.22658911, -1.1684675, 0.81860864, -1.6209002, 1.3301463, -0.8863651, -0.4222145, 1.4855977, 0.06114814, -2.1152983, -0.21910423, -0.4942692, 1.3222866, 1.4329356, 0.4106325, -0.62847364, 1.8484706, 1.6898568, -1.4473934, -0.6586511, -1.5467349, 0.85709774, -0.55790347, -1.4681184, -0.40203762, 1.0844636, -0.6877228, 1.5091158, 0.30958623, -0.3686816]",29,53
1251198,43.77,6.172867188,4.373249146,42.34,Active,COc1ccc(-c2csc(NC(=O)Cc3cccc4ccccc34)c2C(=O)O)cc1,"[-0.34330615, -0.21161541, -0.33936656, -0.4293208, 1.5667322, 0.9430727, 1.8584722, -1.5683651, 1.4988536, 0.28829423, -0.07223755, 0.37028363, 0.29487965, 0.73414993, -1.7426076, 0.6541542, 2.1846209, 1.208495, 0.52750856, -0.02434268, -1.1738167, 1.9687923, 0.558605, -0.94996065, -1.9038996, -0.6460223, 0.85597205, -0.7096551, -1.3809774, 1.9511749, 0.08268856, 0.39834008, -0.50324327, -1.5930284, 1.1563778, 0.36129022, 0.37793052, -0.19783595, 1.5864242, -0.3902914, 0.67766535, 1.3941358, 0.24404132, -2.192754, 0.9203011, -0.7462983, 0.22746067, 0.5987931, 0.69833213, -1.0326376, 0.6573039, 1.6680045, -1.2338424, -0.80218714, 0.76992154, 1.8300775, 2.2696698, -2.5322812, 1.5713229, 1.3003904, 1.9611268, 1.3865323, -0.6733355, 1.5818914]",30,53
662617,34.95666667,4.815322966,4.505011026,31.26,Active,COc1ccccc1C1C=C(c2ccc(Cl)cc2)Nc2nc(N3C(=O)CCC3=O)nn21,"[-0.28255218, 0.5393888, -2.3736036, 1.7104692, 1.8602161, -0.08975043, 1.207426, 0.74559647, -1.1864116, 2.8929858, -1.2941657, 0.04946959, 0.27056387, 0.89784724, -1.8436946, 0.9698508, -0.29694828, 0.4228, 0.76405084, -2.7268212, -1.6488862, 0.15194972, 0.67702097, -0.608618, -0.45295155, -0.7846635, -0.36958367, -0.53604156, 0.48644647, -0.19118758, -1.0569999, -1.5256269, -0.31291568, -1.7823328, 1.109287, -2.0761456, 1.9939721, -0.26554924, 1.9421177, 2.2372394, 2.4089596, -0.3443008, 1.8632519, -3.2060988, 0.05988717, -1.0635985, 1.830155, 2.1116917, 0.85501003, -0.82976943, -0.17517897, 2.0983639, -1.1846124, -1.0321232, -0.02064277, 2.0674028, 0.8694581, -0.3556932, 1.4716742, 2.092417, 0.3950409, -1.0928285, -1.5772605, -0.65145075]",31,53
2021233,66.22,9.630908163,4.779368981,16.62,Active,O=C1C(=Cc2cccs2)SC(=S)N1NS(=O)(=O)c1ccccc1,"[-0.9097666, 0.12006009, -1.23963, -1.2247325, 1.2263478, 1.9647496, 1.6333507, -1.455295, -0.45916897, 1.7289288, -2.1152942, 0.04320233, 0.23284623, 1.668757, -1.4923633, 1.9696264, 2.2472286, 2.6355052, -0.47076544, -0.9110807, -0.34672228, 3.2322402, 1.0435455, 0.29191914, -0.21096486, -3.4638517, 1.0985478, 1.0031394, -1.4966736, 2.2332494, -0.42716706, 1.1284053, -0.08325301, -3.0362601, 2.2912126, -2.229282, 2.5314634, -0.34988979, 1.5904487, 1.7922467, -1.477093, 1.8820412, 1.0471445, -3.5267851, -0.16455747, -2.1062365, 1.3756866, 1.2346671, 1.7339572, -3.752316, 1.2171223, 4.0831933, 0.43608513, 0.39891192, -0.75046, 1.6630471, 2.9514122, -3.6201715, 1.4167413, -0.2044176, 1.7435862, 1.9523481, -0.5623276, 1.191086]",23,53
135497926,50.83,7.260340208,4.929962133,11.75,Active,O=C(CN1CC(c2ccccc2)CC1=O)NN=Cc1cc(Br)ccc1O,"[-1.3917143, -2.4387157, -1.3133856, 0.31035656, 0.73249215, 1.5667129, 1.8923761, -0.32330742, 0.31809026, 1.9072437, -0.5086402, -0.87440115, -0.7781913, 1.4318029, -1.0619388, 2.928823, 2.3668468, 2.3415089, -0.81362563, -3.1147757, -0.6144738, 0.3162751, 2.2678874, -0.8773416, 0.43821323, -1.4686272, -0.88910073, -0.65754914, -0.40792552, 2.256277, -1.1638784, -2.1828773, -0.16834766, -4.331626, -1.6443872, -2.0501976, 0.60529065, -0.98892117, 1.616771, 0.5611896, -1.6919662, 1.3004858, -0.15492, -1.3267763, -2.1482387, -2.8104558, 1.7113488, -0.78855616, 1.6404908, -0.2697379, 0.43728334, 0.94501424, -1.01716, 0.05333693, -1.0533824, 0.7219823, 1.7969928, 1.5318476, 1.5439922, 1.3538542, 1.077597, 1.002865, -1.5599562, 0.7272657]",26,53
